message_idx,dt_utc,symbol,side,leverage,entry_a,entry_b,sl,tp1,tp2,tp3,raw_text,entry_low,entry_high,entry_mid,zone_pct,sl_extra_pct,tp1_pct,tp2_pct,tp3_pct
1598,2026-01-07T13:51:36+00:00,APT,short,25,1.9086,2.0546,2.141,1.8824,1.8295,1.7374,"заходжу в apt short 25x
📈
📣
точка входу: 1.9086 - 2.0546
✅
тейк-профіт: 1.8824,1.8295,1.7374
🤚
стоп-лосс: 2.1410
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.9086,2.0546,1.9816000000000003,0.07367783609204688,0.04205198092086041,0.013727339411086661,0.04144399035942584,0.08969925599916169
1607,2026-01-09T12:56:11+00:00,GRT,long,30,0.04212,0.03845,0.03706,0.04306,0.04403,0.04715,"заходжу в grt long 30x
📈
📣
точка входу: 0.04212 - 0.03845
✅
тейк-профіт: 0.04306,0.04403,0.04715
🤚
стоп-лосс: 0.03706
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.03845,0.04212,0.040285,0.0911009060444334,0.03615084525357595,0.02231718898385573,0.045346628679962066,0.11942070275403609
1618,2026-01-12T13:01:23+00:00,LDO,short,25,0.6186,0.6755,0.705,0.6107,0.5994,0.5732,"заходжу в ldo short 25x
📈
📣
точка входу: 0.6186 - 0.6755
✅
тейк-профіт: 0.6107,0.5994,0.5732
🤚
стоп-лосс: 0.7050
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.6186,0.6755,0.64705,0.087937562784947,0.043671354552183524,0.012770772712576815,0.031037827352085344,0.07339152925961848
1624,2026-01-13T11:55:36+00:00,PENDLE,long,30,2.1786,2.0013,1.9064,2.2072,2.2533,2.374,"заходжу в pendle long 30x
📈
📣
точка входу: 2.1786 - 2.0013
✅
тейк-профіт: 2.2072,2.2533,2.3740
🤚
стоп-лосс: 1.9064
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.0013,2.1786,2.08995,0.08483456542022527,0.0474191775346025,0.013127696685945085,0.034288074910492974,0.0896906270081705
1633,2026-01-15T13:10:49+00:00,VET,long,30,0.012135,0.010976,0.010629,0.012251,0.012692,0.013139,"заходжу в vet long 30x
📈
📣
точка входу: 0.012135 - 0.010976
✅
тейк-профіт: 0.012251,0.012692,0.013139
🤚
стоп-лосс: 0.010629
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.010976,0.012135,0.0115555,0.10029855912768815,0.03161443148688048,0.009559126493613497,0.04590028842192008,0.08273588792748246
1638,2026-01-16T12:33:37+00:00,APT,short,25,1.7822,1.922,2.0037,1.7632,1.7052,1.6336,"заходжу в apt short 25x
📈
📣
точка входу: 1.7822 - 1.9220
✅
тейк-профіт: 1.7632,1.7052,1.6336
🤚
стоп-лосс: 2.0037
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.7822,1.922,1.8521,0.0754818854273527,0.04250780437044739,0.01066098081023449,0.04320502749410838,0.08338009202109756
1649,2026-01-19T13:14:08+00:00,ORDI,short,25,4.463,4.896,5.082,4.413,4.34,4.092,"заходжу в ordi short 25x
📈
📣
точка входу: 4.463 - 4.896
✅
тейк-профіт: 4.413,4.340,4.092
🤚
стоп-лосс: 5.082
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.463,4.896,4.6795,0.09253125333903191,0.03799019607843136,0.01120322652924038,0.027559937261931487,0.08312794084696402
1655,2026-01-20T11:34:14+00:00,PENDLE,short,25,1.895,2.0841,2.1414,1.8568,1.8067,1.75,"заходжу в pendle short 25x
📈
📣
точка входу: 1.8950 - 2.0841
✅
тейк-профіт: 1.8568,1.8067,1.7500
🤚
стоп-лосс: 2.1414
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.895,2.0841,1.98955,0.09504661858209135,0.027493882251331574,0.020158311345646444,0.04659630606860161,0.07651715039577837
1659,2026-01-21T12:16:00+00:00,DOT,short,25,1.9,2.083,2.162,1.871,1.831,1.757,"заходжу в dot short 25x
📈
📣
точка входу: 1.900 - 2.083
✅
тейк-профіт: 1.871,1.831,1.757
🤚
стоп-лосс: 2.162
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.9,2.083,1.9915,0.09189053477278447,0.03792606817090721,0.015263157894736798,0.03631578947368418,0.07526315789473685
1667,2026-01-23T12:34:14+00:00,ADA,short,25,0.35842,0.39026,0.40285,0.35593,0.34812,0.33571,"заходжу в ada short 25x
📈
📣
точка входу: 0.35842 - 0.39026
✅
тейк-профіт: 0.35593,0.34812,0.33571
🤚
стоп-лосс: 0.40285
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.35842,0.39026,0.37434,0.08505636587059887,0.03226054425254956,0.006947156966687105,0.028737235645332378,0.06336141956364044
1676,2026-01-26T12:03:17+00:00,OP,long,30,0.296,0.2695,0.2611,0.3005,0.3112,0.3229,"заходжу в op long 30x
📈
📣
точка входу: 0.2960 - 0.2695
✅
тейк-профіт: 0.3005,0.3112,0.3229
🤚
стоп-лосс: 0.2611
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.2695,0.296,0.28275,0.09372236958443844,0.031168831168831235,0.015202702702702717,0.051351351351351326,0.0908783783783785
1682,2026-01-27T12:12:05+00:00,JUP,long,30,0.1935,0.1775,0.171,0.1954,0.2002,0.2127,"заходжу в jup long 30x
📈
📣
точка входу: 0.1935 - 0.1775
✅
тейк-профіт: 0.1954,0.2002,0.2127
🤚
стоп-лосс: 0.1710
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.1775,0.1935,0.1855,0.08625336927223727,0.03661971830985903,0.009819121447028347,0.034625322997415935,0.09922480620155036
1689,2026-01-28T11:43:58+00:00,AAVE,long,30,160.94,147.39,142.92,162.81,166.54,172.05,"заходжу в aave long 30x
📈
📣
точка входу: 160.94 - 147.39
✅
тейк-профіт: 162.81,166.54,172.05
🤚
стоп-лосс: 142.92
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",147.39,160.94,154.165,0.08789284208477938,0.030327702015062075,0.011619236982726511,0.034795575991052534,0.0690319373679633
1696,2026-01-30T11:50:53+00:00,JUP,long,30,0.2031,0.1837,0.1792,0.2043,0.2088,0.2168,"заходжу в jup long 30x
📈
📣
точка входу: 0.2031 - 0.1837
✅
тейк-профіт: 0.2043,0.2088,0.2168
🤚
стоп-лосс: 0.1792
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.1837,0.2031,0.19340000000000002,0.10031023784901758,0.024496461622210145,0.005908419497784375,0.02806499261447568,0.06745445593303787
1704,2026-02-02T12:16:18+00:00,JUP,long,30,0.1918,0.173,0.1659,0.1954,0.2024,0.2143,"заходжу в jup long 30x
📈
📣
точка входу: 0.1918 - 0.1730
✅
тейк-профіт: 0.1954,0.2024,0.2143
🤚
стоп-лосс: 0.1659
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.173,0.1918,0.1824,0.10307017543859655,0.04104046242774564,0.018769551616266904,0.05526590198123044,0.11730969760166836
1709,2026-02-03T13:20:44+00:00,RENDER,short,25,1.565,1.712,1.763,1.54,1.477,1.367,"заходжу в render short 25x
📈
📣
точка входу: 1.565 - 1.712
✅
тейк-профіт: 1.540,1.477,1.367
🤚
стоп-лосс: 1.763
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.565,1.712,1.6385,0.08971620384498018,0.029789719626168186,0.015974440894568634,0.0562300319488817,0.126517571884984
1715,2026-02-04T12:37:38+00:00,NEO,short,20,3.175,3.454,3.561,3.136,3.073,2.93,"заходжу в neo short 20x
📈
📣
точка входу: 3.175 - 3.454
✅
тейк-профіт: 3.136,3.073,2.930
🤚
стоп-лосс: 3.561
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.175,3.454,3.3145,0.08417559209533877,0.030978575564562755,0.012283464566929041,0.03212598425196846,0.07716535433070856
1724,2026-02-06T12:29:55+00:00,RENDER,long,30,1.334,1.196,1.135,1.356,1.434,1.519,"заходжу в render long 30x
📈
📣
точка входу: 1.334 - 1.196
✅
тейк-профіт: 1.356,1.434,1.519
🤚
стоп-лосс: 1.135
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.196,1.334,1.2650000000000001,0.10909090909090918,0.0510033444816053,0.016491754122938546,0.07496251874062958,0.1386806596701648
1736,2026-02-09T13:13:11+00:00,RENDER,long,30,1.319,1.202,1.147,1.337,1.401,1.494,"заходжу в render long 30x
📈
📣
точка входу: 1.319 - 1.202
✅
тейк-профіт: 1.337,1.401,1.494
🤚
стоп-лосс: 1.147
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.202,1.319,1.2605,0.09282030940103134,0.04575707154742092,0.01364670204700532,0.06216830932524646,0.13267626990144052
1743,2026-02-10T11:41:45+00:00,EGLD,short,25,4.448,4.894,5.0,4.392,4.295,4.119,"заходжу в egld short 25x
📈
📣
точка входу: 4.448 - 4.894
✅
тейк-профіт: 4.392,4.295,4.119
🤚
стоп-лосс: 5.000
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.448,4.894,4.671,0.09548276600299715,0.02165917449938698,0.012589928057553967,0.034397482014388595,0.07396582733812963
1747,2026-02-11T13:08:54+00:00,ONDO,short,25,0.239,0.2615,0.2711,0.2355,0.2307,0.2208,"заходжу в ondo short 25x
📈
📣
точка входу: 0.2390 - 0.2615
✅
тейк-профіт: 0.2355,0.2307,0.2208
🤚
стоп-лосс: 0.2711
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.239,0.2615,0.25025,0.08991008991009,0.036711281070745685,0.01464435146443516,0.03472803347280336,0.07615062761506274
1753,2026-02-13T13:18:37+00:00,ATOM,long,30,2.024,1.869,1.771,2.061,2.108,2.191,"заходжу в atom long 30x
📈
📣
точка входу: 2.024 - 1.869
✅
тейк-профіт: 2.061,2.108,2.191
🤚
стоп-лосс: 1.771
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.869,2.024,1.9465,0.07963010531723608,0.052434456928838996,0.018280632411067154,0.04150197628458502,0.08250988142292481
1764,2026-02-16T13:02:28+00:00,RENDER,long,30,1.478,1.332,1.265,1.489,1.543,1.655,"заходжу в render long 30x
📈
📣
точка входу: 1.478 - 1.332
✅
тейк-профіт: 1.489,1.543,1.655
🤚
стоп-лосс: 1.265
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.332,1.478,1.405,0.10391459074733089,0.05030030030030042,0.007442489851150285,0.04397834912043298,0.11975642760487148
1768,2026-02-17T13:53:12+00:00,SUI,long,30,0.9816,0.8981,0.865,0.9976,1.013,1.0508,"заходжу в sui long 30x
📈
📣
точка входу: 0.9816 - 0.8981
✅
тейк-профіт: 0.9976,1.0130,1.0508
🤚
стоп-лосс: 0.8650
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.8981,0.9816,0.9398500000000001,0.08884396446241423,0.03685558401068925,0.01629991850040751,0.031988590057049585,0.07049714751426235
1775,2026-02-18T12:59:54+00:00,JUP,short,25,0.162,0.1764,0.1814,0.1604,0.1576,0.1481,"заходжу в jup short 25x
📈
📣
точка входу: 0.1620 - 0.1764
✅
тейк-профіт: 0.1604,0.1576,0.1481
🤚
стоп-лосс: 0.1814
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.162,0.1764,0.16920000000000002,0.08510638297872337,0.028344671201814085,0.009876543209876654,0.027160493827160584,0.08580246913580244
1783,2026-02-20T10:26:47+00:00,SUI,long,30,0.9563,0.8818,0.835,0.9729,1.0039,1.0477,"заходжу в sui long 30x
📈
📣
точка входу: 0.9563 - 0.8818
✅
тейк-профіт: 0.9729,1.0039,1.0477
🤚
стоп-лосс: 0.8350
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.8818,0.9563,0.91905,0.08106196616070943,0.053073259242458676,0.01735856948656274,0.04977517515424027,0.09557670187179759
1792,2026-02-23T12:43:52+00:00,AAVE,long,30,119.21,109.95,104.42,120.49,124.07,129.99,"заходжу в aave long 30x
📈
📣
точка входу: 119.21 - 109.95
✅
тейк-профіт: 120.49,124.07,129.99
🤚
стоп-лосс: 104.42
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",109.95,119.21,114.58,0.08081689649153422,0.050295588904047304,0.010737354248804641,0.040768391913430076,0.09042865531415163
1796,2026-02-24T14:19:11+00:00,JASMY,short,25,0.005543,0.006,0.006164,0.005474,0.005354,0.005143,"заходжу в jasmy short 25x
📈
📣
точка входу: 0.005543 - 0.006000
✅
тейк-профіт: 0.005474,0.005354,0.005143
🤚
стоп-лосс: 0.006164
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.005543,0.006,0.005771500000000001,0.07918218833925321,0.02733333333333335,0.012448132780083075,0.03409705935414034,0.07216308858019126
1800,2026-02-25T11:28:58+00:00,RENDER,long,30,1.412,1.291,1.246,1.43,1.468,1.544,"заходжу в render long 30x
📈
📣
точка входу: 1.412 - 1.291
✅
тейк-профіт: 1.430,1.468,1.544
🤚
стоп-лосс: 1.246
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.291,1.412,1.3515,0.08953015168331484,0.03485670023237795,0.01274787535410766,0.03966005665722383,0.09348441926345617
1814,2026-02-27T11:34:50+00:00,LINK,short,25,8.879,9.546,9.837,8.704,8.517,8.264,"заходжу в link short 25x
📈
📣
точка входу: 8.879 - 9.546
✅
тейк-профіт: 8.704,8.517,8.264
🤚
стоп-лосс: 9.837
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",8.879,9.546,9.212499999999999,0.07240162822252373,0.0304839723444375,0.019709426737245066,0.0407703570221872,0.06926455681946168
1824,2026-03-02T11:17:18+00:00,HBAR,short,25,0.09672,0.10497,0.10717,0.09519,0.09283,0.09031,"заходжу в hbar short 25x
📈
📣
точка входу: 0.09672 - 0.10497
✅
тейк-профіт: 0.09519,0.09283,0.09031
🤚
стоп-лосс: 0.10717
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.09672,0.10497,0.10084499999999999,0.0818087163468689,0.02095836905782612,0.015818858560794083,0.040219189412737846,0.06627377998345739
1828,2026-03-03T13:10:46+00:00,LINK,short,25,8.646,9.355,9.568,8.572,8.393,8.181,"заходжу в link short 25x
📈
📣
точка входу: 8.646 - 9.355
✅
тейк-профіт: 8.572,8.393,8.181
🤚
стоп-лосс: 9.568
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",8.646,9.355,9.0005,0.07877340147769564,0.022768572955638607,0.008558871154291188,0.029262086513994923,0.053782095766828776
1833,2026-03-04T13:32:16+00:00,JTO,long,30,0.275,0.2512,0.2422,0.2794,0.2858,0.2964,"заходжу в jto long 30x
📈
📣
точка входу: 0.2750 - 0.2512
✅
тейк-профіт: 0.2794,0.2858,0.2964
🤚
стоп-лосс: 0.2422
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.2512,0.275,0.2631,0.09045990117825937,0.03582802547770693,0.01599999999999985,0.03927272727272718,0.07781818181818172
1842,2026-03-06T11:44:05+00:00,LINK,short,25,9.078,9.777,10.192,8.968,8.708,8.348,"заходжу в link short 25x
📈
📣
точка входу: 9.078 - 9.777
✅
тейк-профіт: 8.968,8.708,8.348
🤚
стоп-лосс: 10.192
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",9.078,9.777,9.427499999999998,0.0741447891805887,0.042446558248951716,0.01211720643313499,0.04075787618418145,0.08041418814716883
1853,2026-03-09T12:15:28+00:00,SUI,long,30,0.9098,0.8403,0.8073,0.9221,0.9384,0.9734,"заходжу в sui long 30x
📈
📣
точка входу: 0.9098 - 0.8403
✅
тейк-профіт: 0.9221,0.9384,0.9734
🤚
стоп-лосс: 0.8073
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.8403,0.9098,0.8750500000000001,0.079424032912405,0.03927168868261339,0.013519454825236291,0.03143548032534618,0.0699054737304902
1860,2026-03-10T12:38:19+00:00,AAVE,long,30,111.75,102.22,97.81,113.22,116.31,119.96,"заходжу в aave long 30x
📈
📣
точка входу: 111.75 - 102.22
✅
тейк-профіт: 113.22,116.31,119.96
🤚
стоп-лосс: 97.81
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",102.22,111.75,106.985,0.08907790811796047,0.04314224222265698,0.013154362416107372,0.0408053691275168,0.07346756152125274
1866,2026-03-11T11:44:09+00:00,LINK,short,25,8.9,9.606,9.8,8.808,8.578,8.225,"заходжу в link short 25x
📈
📣
точка входу: 8.900 - 9.606
✅
тейк-профіт: 8.808,8.578,8.225
🤚
стоп-лосс: 9.800
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",8.9,9.606,9.253,0.07629957851507614,0.020195711013949704,0.010337078651685452,0.03617977528089898,0.07584269662921356
1873,2026-03-13T12:45:24+00:00,LINK,long,30,9.35,8.607,8.309,9.43,9.579,9.735,"заходжу в link long 30x
📈
📣
точка входу: 9.350 - 8.607
✅
тейк-профіт: 9.430,9.579,9.735
🤚
стоп-лосс: 8.309
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",8.607,9.35,8.9785,0.08275324386033305,0.03462298129429535,0.008556149732620328,0.024491978609625775,0.04117647058823527
1882,2026-03-16T11:06:10+00:00,JUP,long,30,0.1696,0.1542,0.1491,0.1723,0.176,0.1848,"заходжу в jup long 30x
📈
📣
точка входу: 0.1696 - 0.1542
✅
тейк-профіт: 0.1723,0.1760,0.1848
🤚
стоп-лосс: 0.1491
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.1542,0.1696,0.1619,0.0951204447189623,0.03307392996108945,0.015919811320754765,0.03773584905660371,0.08962264150943391
1886,2026-03-17T13:14:44+00:00,INJ,short,25,3.208,3.438,3.573,3.175,3.064,2.97,"заходжу в inj short 25x
📈
📣
точка входу: 3.208 - 3.438
✅
тейк-профіт: 3.175,3.064,2.970
🤚
стоп-лосс: 3.573
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.208,3.438,3.3230000000000004,0.0692145651519711,0.03926701570680622,0.010286783042394127,0.044887780548628464,0.07418952618453864
1891,2026-03-18T12:12:39+00:00,JUP,short,25,0.1649,0.1791,0.1823,0.1628,0.1585,0.1517,"заходжу в jup short 25x
📈
📣
точка входу: 0.1649 - 0.1791
✅
тейк-профіт: 0.1628,0.1585,0.1517
🤚
стоп-лосс: 0.1823
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.1649,0.1791,0.172,0.08255813953488383,0.01786711334450017,0.01273499090357787,0.03881140084899933,0.08004851425106119
1901,2026-03-20T11:45:33+00:00,INJ,short,25,3.084,3.372,3.444,3.027,2.94,2.878,"заходжу в inj short 25x
📈
📣
точка входу: 3.084 - 3.372
✅
тейк-профіт: 3.027,2.940,2.878
🤚
стоп-лосс: 3.444
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.084,3.372,3.2279999999999998,0.08921933085501854,0.021352313167259804,0.01848249027237352,0.04669260700389109,0.06679636835278857
1909,2026-03-23T12:43:59+00:00,SUI,long,30,0.9506,0.8798,0.8453,0.9728,0.9885,1.0324,"заходжу в sui long 30x
📈
📣
точка входу: 0.9506 - 0.8798
✅
тейк-профіт: 0.9728,0.9885,1.0324
🤚
стоп-лосс: 0.8453
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.8798,0.9506,0.9152,0.07736013986013983,0.03921345760400088,0.023353671365453396,0.03986955606985067,0.08605091521144538
1916,2026-03-24T13:44:00+00:00,ADA,short,25,0.26118,0.27947,0.28747,0.25799,0.25175,0.24347,"заходжу в ada short 25x
📈
📣
точка входу: 0.26118 - 0.27947
✅
тейк-профіт: 0.25799,0.25175,0.24347
🤚
стоп-лосс: 0.28747
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.26118,0.27947,0.27032500000000004,0.06765929899195403,0.02862561276702332,0.012213798912627406,0.0361053679454784,0.06780764223906896
1921,2026-03-25T11:21:51+00:00,INJ,long,30,3.102,2.814,2.727,3.146,3.198,3.332,"заходжу в inj long 30x
📈
📣
точка входу: 3.102 - 2.814
✅
тейк-профіт: 3.146,3.198,3.332
🤚
стоп-лосс: 2.727
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.814,3.102,2.958,0.09736308316430013,0.03091684434968024,0.014184397163120581,0.03094777562862672,0.07414571244358478
1928,2026-03-27T10:47:26+00:00,APT,short,25,0.9917,1.0863,1.114,0.9758,0.9559,0.9234,"заходжу в apt short 25x
📈
📣
точка входу: 0.9917 - 1.0863
✅
тейк-профіт: 0.9758,0.9559,0.9234
🤚
стоп-лосс: 1.1140
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.9917,1.0863,1.0390000000000001,0.09104908565928778,0.02549940163858976,0.016033074518503606,0.03609962690329742,0.06887163456690534
1938,2026-03-30T14:21:38+00:00,DOGE,long,30,0.09311,0.0864,0.08347,0.09418,0.09612,0.0994,"заходжу в doge long 30x
📈
📣
точка входу: 0.09311 - 0.08640
✅
тейк-профіт: 0.09418,0.09612,0.09940
🤚
стоп-лосс: 0.08347
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.0864,0.09311,0.089755,0.07475906634727864,0.03391203703703706,0.01149178391150254,0.03232735474170335,0.06755450542369246
